Timestamp,Aimag,Title (100),Title Korean (100),Description (255),Description Korean (255),About,About Korean,Cover Image (Link),Thumbnail Image (Link)
1/30/2023 2:35:55,Selenge,Сэлэнгэ Аймаг ,셀렝게 아이막,"Сэлэнгэ аймаг нь Улаанбаатар хотоос 235км зайтай Нутаг дэвсгэрийн хэмжээ 43 мянган хавтгай дөрвөлжин километр. 2010 оны байдлаар хүн амын тоо 97584, малын тоо толгой 1265600. Засаг захиргааны нэгжийн хувьд 17 сум, 49 багтай. Өнөөгийн Сэлэнгэ аймаг 1931 онд Тариалангийн аймаг нэртэйгээр байгуулагдаж төв нь Алтанбулаг хот байсан ба хөдөлмөрчдийн хүсэлтээр 1934 онд Сэлэнгэ аймаг гэж нэрлэгдсэн байна.
Орхон, Сэлэнгэ,  Хараа, Ерөө  голуудын үзэсгэлэнт сав, ойт хээрийн бүсэд оршдог. Хойд талаараа ОХУ, баруун талаараа Булган, Орхон аймаг, өмнө талаараа Төв аймаг, зүүн талаараа Хэнтий аймагтай хил залгаж дундаа Дархан-Уул аймгийг агуулдаг. Бүх нутгийн 42 хувийг ой мод эзэлдэг.
Тус аймаг нь эртний Монголын их хаад Амбагай, Хотол, Хабул, Есүхэй хаадын унаган нутаг. 1921 онд Ардын хувьсгалын анхны ялалт Сэлэнгэ аймагт болж, Шивээ хиагт, Шаамарын шар тохой, Улаанбургас, Ханын хөндийн тулалдаанууд түүхэнд тэмдэглэгдэн үлдэж, ардын журамт цэргийн байрлаж, бүтэц зохион байгуулалтаа шийдвэрлэж байсан Ханын хөндий, Номт, Эрээн арал, Алтан зэрэг газрууд түүх соёлын дурсгалт газар болон үлджээ. Сэлэнгэ аймаг бол газар тариалангийн гол бүс бөгөөд Монгол орны үр тариа, хүнсний ногооны хэрэгцээг хангахад ихээхэн үүрэг гүйцэтгэдэг.  ","울란바토르에서 235km 떨어져 있다. 북쪽으로 러시아국경과 접한다, 전 면적의 42%가 숲으로 이뤄져 있다. 몽골농경지로서 생활 주요지역이다. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/30/2023 7:50:31,Töv,Төв аймаг,투브 아이막,"Улаанбаатар хотоос 43 км зайд орших Төв аймаг нь ньазар нутгийн хэмжээ 77.4 мянган хавтгай дөрвөлжин километр. 2010 оны байдлаар хүн амын тоо 88828, малын тоо толгой 2710700. Адууны тоогоор улсад нэгдүгээрт орж 199800 адуу тоолуулжээ. Аймгийн хойд хэсэг Хэнтийн нуруугаар, баруун талаараа Хангайн нуруугаар хүрээлэгдсэн. Хамгийн өндөр цэг нь Асралт хайрхан бөгөөд далайн төвшнөөс дээш 2800 метр. Аймгийн төв Зуунмод хот нь Улаанбаатараас 43 километр зайтай.
Төв аймаг нь 1921 оны ардын хувьсгалаас өмнө Түшээт хан аймаг гэгдэж байснаа 1923 оны 10 сараас Богдхан уулын аймаг, 1931 оноос Төв аймаг гэж нэрлэгдэх болжээ. Газар зүйн байршлаар Хангай, Хэнтийн уулархаг, Дорнод Монголын талархаг мужид багтана.
Нутгийн хойд хэсгийн уулын өргөн хөндийнүүд нь газар тариаланд тохиромжтой хүрэн бор хөрстэй, өмнөд  хэсэг нь гүвээ толгод бүхий тал хээр газар юм. Хэрлэн, Туул зэрэг том жижиг 30 гаруй голтой.  Жанчивлан, Цайдам, Цахир зэрэг бүрд нууруудтай. Аймгийн нутаг дэвсгэрт Монгол Улсын нийслэл Улаанбаатар хот байрладаг учраас харилцаа холбоо, авто, тємєр зам зэрэг үйлдвэрлэлийн дэд бүтэц харьцангуй сайтай. Чулуун нүүрс, төрмийн хүдэр, хар тугалга, гянтболд, усан ба утаат болор, жонш, оюу, номин, гялтгануур, мана, цагаан тугалга зэрэг ашигт малтмалтай. Төв аймгийн 7 гайхамшигаар Манзуширын хийдийн туурь, Хустайн байгалийн цогцолборт газар, Гүнжийн сүм, Зоргол хайрхан уул, Чингис хааны морьт хөшөө, Тоньюкукын гэрэлт хөшөөний бичээс, Цогт хунтайжийн дуутын хадны бичээс зэрэг газрууд тодорчээ.
","울란바토르에서 43km 떨어져 있다. 아이막 면적은 77.400km2이다. 말은 199.800마리로 전국에서 1위이다. 지리적으로 산과 초원 지대에 속한다. 주요 관광지는 만조시르 사원, 호스테, 공주의 절, 저르걸하이르항 산, 칭기스칸기마동상, 돈유쿠크 비석, 척트황제 비석 등을 꼽을 수 있다.  ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/31/2023 3:13:19,Uvs,Увс аймаг ,옵스 아이막,"Аймгийн төв Улаангом хот Улаанбаатар хотоос 1425 километр зайтай. Нутаг дэвсгэрийн хэмжээ 69.6 мянган хавтгай дөрвөлжин километр. 2010 оны байдлаар хүн амын тоо 73328, малын тоо толгой 1619300. Увс аймаг нь Монголын баруун хэсэгт Ханхөхий, Хархираа, Түргэний өндөр уулс, Увс нуурын хотгорын говь нутгийг эзлэн оршино.
Хамгийн өндөр уул нь 4116 метр өндөр Хархираа уул юм. Хархираа Тургэний уулс нь залуу атираат уул бөгөөд Хяргас, Увс нуурын хотгороор шинэ төрмөлийн эриний хурдас тархжээ. Чулуун нүүрс, барилгын материалын баялагтай. Мөн жамц давсны асар их нөөцтэй Шүдэн уул энд бий. Увс аймгийн нутгаар Тэс, Нарийн, Завхан зэрэг том голууд урсах бөгөөд Увс, Хяргас, Үүрэг гэхчилэн том нуурууд оршино.
Хар тэрмэсийн, Хавцал боомын, Бургастайн зэрэг рашаан устай. Увс аймаг нутгийн зүүн хэсэгт газар тариалан хөгжүүлсэн, аймгийн төвдөө барилгын, хүнсний үйлдвэрүүдтэй. Увс аймагт ОХУ руу гарах 2 хилийн боомт байдаг бөгөөд нэг нь Давст сумын нутагт Боршоогийн боомт, нөгөө нь Тэс сумын нутагт Тэсийн боомт гэж бий.
1686 онд Ойрд Монголын их хаан Галдан бошигт Хархираа голоос суваг татуулж, Увс нуурын хотгор Гурван тээл, Арсай, Мянган бэл, Хар толгой, Бор үзүүр зэрэг газруудад тариа тариалж эхэлснээр суурин амьдралын үндэс тавигдаж улмаар Улаангом хотын анхны суурь болжээ. 1871 онд Чандмань уулын орчимд Лүйжин дацан байгуулагдаж, улмаар Цогчин дуган баригдан лам хуврагууд олноор шавилан сууснаар Улаангомын хүрээ нь Баянчандмань уулын хошуу болж өргөжих үндэс суурь болжээ. 1915 оны үед Улаангомын хүрээнд 1500 гаруй лам хувраг шавилан сууж, Дөрвөдийн Зоригт далай хааны өргөө байрлаж байсан зэрэг нь хошууны шашин, улс төр, засаг захиргааны төв болж өргөжихөд нөлөөлсөн байна. Ийнхүү Увс аймаг нь 1925-1931 онуудад Чандмань уулын аймаг, 1931-1932 онд Дөрвөдийн аймаг, 1933 оноос Увс аймаг гэж тус тус нэрлэгджээ.
1957 онд барилгын III ангийг тус суманд байгуулснаар орчин үеийн хийц загвар бүхий олон сайхан барилга байгууламж баригдан Улаангом сум хотжих төлөвөө олсон юм. 1942 онд Идэш тэжээлийн хүнсний комбинат, 1959 онд гурилын үйлдвэр ашиглалтанд орсноор Улаангом төдийгүй Увс аймгийн хүнсний хангамж эрс сайжирчээ. 1959 онд Улаангом сумаас Улаангом хотыг тусгаарлан орон сууц гудамжны IY хороо, хотын АДХГЗ байгуулагдсан нь хотыг төлөвлөгөөтэй хөгжүүлэх өргөн бололцоог нээжээ. Улаангом суманд одоо Увс аймгийн нийт хүн амын 30 шахам хувь нь оршин сууж  байна.Увс аймгийн 9 гайхамшигаар Увс нуур, Хяргас нуур ба Хэцүү хад, Алтан элсний дархан цаазат газар, Ханхөхий уулс, Чандмань уулын дурсгал, Гоожуурын хүрхрээ, Мөнгөт цахир уул, Дэглий цагаан уул, Зураагийн улаан хадны зураг зэрэг газрууд тодорчээ.  ","울란바토르에서 1.425km 떨어져 있다. 아이막 면적은 69.600km2이다. 샘물,석탄,소금이 많이 매장되어 있다. 하르히라 산이 해발 4.116m 로 가장 높다, 러시아 국경과 접하는 지역에 두 관문이 있다. ",,, https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
1/31/2023 8:27:04,Khovd,Ховд Аймаг ,헙드 아이막,"Ховд аймаг нь Монгол орны баруун урд хэсэгт 76100 км2 талбайг эзлэн оршдог. Нийслэл Улаанбаатар хотоос 1470 км-т алслагдан оршдог. 2011 оны хүн амын тооллогоор 76870 хүн амтай гэж бүртгэгдсэн байна.
Газрын гадарга: Гадаргын хувьд аймгийн нутаг нь говь цөл, тэгш тал, ухаа гүвээт тал, нам уулс, дундаж өндөр уулс, уулс хоорондын хотос хонхор, цав толгод гэсэн хотгор гүдгэрийн бүх хэв шинжүүд илэрдэг.
Гадаргын хамгийн өндөр цэг нь Мөнххайрхан уул /4204м/, хамгийн нам цэг нь Зүүнгарын говь дахь Бор цонжын тал 1126 м юм.
Уур амьсгал: Жилийн дундаж хэм нь -0,4-1,9 хэм. Хүйтэн урт өвөлтэй, аагим халуун, богино зунтай, агаар нь хуурай, унах тундасны хэмжээ бага. Нийт нутгаар жилд 220 мм-ээс ихгүй тундас унадаг. Уулархаг хэсэгтээ хамгийн ихдээ 300мм хүртэл, говь цөлийн бүсдээ 50мм хүртэл хур тундас унадаг.
Усан хангамж: Ховд аймагт Хар-Ус, Хар, Дөргөн, Цэцэг зэрэг томоохон 10 гаруй нуур, Ховд, Булган, Буянт, Цэнхэр, Үенч, Бодонч зэрэг 300 гаруй гол горхи, булаг шандтай. Үүнээс ихэнхи нь Төв Азийн гадагш урсгалгүй ай савд багтдаг.
Ургамалжилт: Нэн өвөрмөц, нийтдээ 1300 орчим зүйлийн ургамал ургадаг. Монгол улсын улаан номонд бүртгэгдсэн 86 зүйл ургамалын 25 нь энд багтдаг.
Амьтны аймаг: Ховд аймагт 5 аймгийн 633 гаруй зүйлийн сээр нуруутан байдгаас 90 зүйл хөхтөн, 220 гаруй зүйл шувуу, 11 зүйл хэвлээр явагч, 8 зүйл загас, нэг зүйл хоёр нутагтан бий.","울란바토르에서 1.470km 떨어져 있다. 면적은 76.100km2 이다. 뭉흐하이르항 등 높은 산맥, 헙드, 보양트 등 호수와 강이 있다. 그런데 해장 지역의 20%는 사막이다. 세계적으로 희소해진 야생마, 야생낙타, 큰코영양이 서식하는 볼강과 후흐세르 산을 국가보호지역으로 지정하였다. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
2/1/2023 3:15:34,Khövsgöl,Хөвсгөл аймаг ,훕스골 아이막,"Улаанбаатар хотоос 779 км зайд орших Хөвсгөл аймаг нь нутаг дэвсгэрийн хэмжээ 103 мянган хавтгай дөрвөлжин километр. 2010 оны байдлаар хүн амын тоо 114926, малын тоо толгой 3101300. Монгол улсын 2010 оны  хүн амын болон малын тооллогын дүнгээр улсад тэргүүлжээ. Үүний дотор 312400 үхэр, 1274000 ямаа, 1363900 толгой хонь тоолуулж тус бүрт нь нэгдүгээрт оржээ.  Засаг захиргааны хувьд 23 сум, 1 тосгонтой.
Монгол улсын хойморт оршдог Хөвсгөл аймаг нь 1931 онд байгуулагдсан. Хойд талаараа ОХУ, баруун зүүн болон өмнө талаараа Завхан, Булган, Архангай аймагтай хиллэдэг. Хөвсгөл аймгийн төв Мөрөн хот нь Дэлгэр мөрний хөндийд далайн төвшнөөс дээш 1283 метр өндөрт оршино.
Мөрөн хот нь төвийн бүсийг өрнөд бүстэй холбох авто замын зангилаа, худалдаа эдийн засгийн томоохон хот юм. Хөвсгөл аймгийн нийт хүн амын 76.9 хувийг халх, 13.7 хувийг дархад, 5.2 хувийг хотгойд ястан эзэлдэг. Мөн цөөн тооны буриад, дөрвөд, урианхай, цаатан, өөлд иргэд амьдардаг олон ястны өлгий нутаг юм.
Баянзүрх, Улаан уул, Ренчинлхүмбэ, Цагааннуур суманд ихэвчлэн Дархад, Цаатан, Тува иргэд амьдардаг бол Чандмань-Өндөр суманд урианхай, Цагаан-Үүр суманд буриад, Шинэ-Идэр, Галт, Жаргалант суманд халх, бусад суманд хотгойд ястнууд голлон амьдардаг.
CNN телевизээс сэтгэлээ сэргээж, алжаал тайлах сайхан байгальтай дэлхийн шилдэг 10 газрыг нэрлэсэн бөгөөд үүнд Монголын бөө удганчуудын өлгий нутаг Хөвсгөл аймгийг багтаажээ. Aймгийн нутаг дэвсгэр нь Хангайн нурууны уулархаг мужид оршдог. Гол хэсэг нь хангай нурууны салбар хэсэг Хөвсгөл, Тагна, Соёны уулс багтана. Хамгийн өндөр цэг Дэлгэрхаан уулын ноён оргил далайн төвшнөөс дээш 3491 метр, аймгийн нийт нутаг дэвсгэр нь далайн төвшнөөс дээш 1650-2050 метр өндөрт оршино. Тус аймагт 300-гаад том, жижиг нуур байдаг бөгөөд Шишгэдийн хотгорт 230 орчим нуур бий. Цэнгэг уст Хөвсгөл нуураас гадна хужир давс ихтэй Сангийн далай, Бүст, Гандан, Жугнай, Ачмаг, Эрхэл, Цэнгэл гэх мэт давст нуурууд бий. Идэр, Тэс, Дэлгэр мөрөн, Шарга, Шишгэд, Эг, Үүр, Уйлган зэрэг 400 гаруй гол мөрөн, горхи булагтай. Анагаах чадлаараа улс даяар алдартай Булнай, Салбартын халуун рашаан, Торц, Дулаан бүлээн, Наранбумбат, Хоногцол, Гантигт зэрэг хүйтэн рашаан байдаг ба эдгээрийг түшиглэн амралт сувиллын газрууд ажилладаг. 
Aймгийн нийт нутгийн 35.4 хувийг ойн бүс эзэлнэ. Ойн бүсэд хар модноос гадна гацуур, хуш, нарс, улиас зэрэг навчит ба шилмүүст мод ургана.  Хөвсгөл аймаг байгалийн баялаг, эрдэнэсийн сангаар нэн арвин, үйлдвэрийн зориулалтаар ашиглах боломжтой судалгаа хийгдсэн олон сая тонн нөөцтэй фосфорит, нүүрс, бал чулуу, алт, төмрийн хүдэр, шохойн чулуу, гантиг, боржин чулуун ордууд байхын зэрэгцээ хөнгөн үйлдвэрлэлд чухал ач холбогдолтой баялагууд  бий. Шохойн ба гантиг чулуун тунадаснаас үүссэн Цагаан-Үүр сумын “Даян дээрх” зэрэг олон агуй, хонгил, сэнжит хад байгалийн гайхамшигтай үзмэрүүд юм.
Тус аймгийн нутаг дэвсгэр дээр нэн эртний үеэс хүн оршин сууж амьдарч байсныг илтгэсэн чулуун болон хүрэл зэвсгийн үеийн булш, хадны сүг зураг, буган хөшөө олонтой. Тухайлбал, Бүрэнтогтох сумын Уушгийн өврийн буган хөшөө,  хиргисүүр, Загзуугийн амны шороон хэрэм, Мөнх хааны ордны туурь, Цагаан-Үүр, Чандмань-Өндөр сумын нутагт орших хүн чулуун хөшөө, Мөнх хааны болон Кульбилгэ хаанд зориулан босгосон гэрэлт хөшөө зэрэг түүхийн дурсгалт зүйлс олон бий.
Хөвсгөл аймгийн 7 гайхамшигаар Соёны бүс нутаг, Хөвсгөл нуур, Даян дээрхийн агуй, Уушигийн өврийн буган чулуу, Улаан толгойн буган хөшөө, дархадын 13 овоо, Цаатны нутаг хэмээх газрууд тодорчээ","울란바토르에서 779km 떨어져 있다. 면적은 103.000km2이다. 북쪽으로 러시아국경, 동서남쪽으로 잡항, 볼강, 아르항가이 아이막과 접한다. 해발 1.283m이다. 훕스골은 보리아드, 두루워드, 오리앙하이, 차탕,울드 등 부족들이 산다. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
2/1/2023 7:47:06,Khentii,Хэнтий аймаг ,헨티 아이막,"Эзэн богд Чингис хааны өлгий нутаг Хан Хэнтий уулын аймаг 1923 онд 25 хошуу, 2 шавь, 109 сум, 328 багтай Өндөрхаан хошууны Хэрлэн голын хөвөө Цагаан Эрэг гэдэг газар одоогийн Чингис хот байгуулагдаж байсан түүхтэй.
Хэнтий аймаг Монгол улсын ууган 4 аймгийн нэг бөгөөд эдийн засгийн Дорнод бүсэд хамаарагддаг бөгөөд газар нутгийн байдлаараа Хэнтийн уулархаг нутгийн ихэнхийг эзэлж, Хэрлэн Онон голын сав нутагт оршин, Дорнод, Сүхбаатар, Дорноговь, Говьсүмбэр, Төв, Сэлэнгэ аймаг ОХУ-тай хил залгадаг.
Манай нутагт археологийн ач холбогдол бvхий 800 гаруй булш бунхан болон Ихсийн хориг, Бурхан Халдун уул, Балдан Бэрээвэн хийд,   Дэлүүн болдог,  Хар зүрхний хөх нуур, Хэрлэнгийн хөдөө арал, Аварга тосон, Өглөгчийн хэрэм,  Рашаан хад, Дуурлиг нарсны Хүннүгийн булш зэрэг тvvх соёлын олон дурсгалт газрууд байдаг.
Одоогоор Хэнтий аймаг 18 сум, 5 тосгон, 88 багтай. Аймгийн төвийг 2013 оноос Их Эзэн хааныхаа нэрээр “Чингис хот” хэмээн нэрлэсэн.
Хэнтий аймаг 73608 хүн амтай,  23784 өрхтэй, Чингис хотод 7122 өрх буюу 22109 иргэн оршин суудаг. Хүн амын 87,3% нь халх, 8,3% нь буриад, үлдсэн 4,4 хувийг бусад ястан үндэстэн эзэлж байна. Ойт болон тал хээр хосолсон 80,3  мянган хавтгай дөрвөлжин км газар нутагтай.
Мөн 3,9 сая толгой малтай бөгөөд мал сүргийн тоогоороо улсдаа 6 дугаар байр эзэлдэг.
ДНБ-ний үйлдвэрлэл 344,6 сая төгрөг. Үүний 60,1%-ийг ХАА-н салбар ,12,2%-ийг аж үйлдвэрийн салбар, 27,7%-ийг үйлчилгээний салбар эзэлж байна. Энэ оны байдлаар 246 нутгийн брэнд бүтээгдэхүүн байна. Үүнд ноос ноолууран бүтээгдэхүүн, сүү, сүүн бүтээгдэхүүн, арьс ширэн бүтээгдэхүүн, гурилан бүтээгдэхүүн зэрэг байдаг.","울란바토르에서 330km 떨어져 있다. 할흐,보리아드, 카자크,오리앙하이 등 소수민족으로 이뤄져 있다. ",,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
2/6/2023 13:26:32,Bulgan,Булган аймаг ,,"Аймгийн төв Булган хот Улаанбаатараас 318 километр зайтай.  Газар нутгийн хэмжээ нь 48.7 мянган хавтгай дөрвөлжин километр. 2010 оны тооллогын дүнгээр 53655 хүн амтай, 2293200 тоо толгой малтай бүртгэгджээ. Нийт малын тоогоор улсад 3 дугаарт, 182800 адуу, 176100 үхрийн тоогоор тус бүр улсын хэмжээнд 3 дугаарт оржээ. Булган аймаг нь 1938 онд байгуулагдсан. Аймгийн нутаг дэвсгэр нь Манжийн ноёрхол болон Богд хаант улсын үед Түшээт хан аймаг, Ардын засгийн эхний жилүүдэд Богд хан уулын аймагт харъяалагдаж байв.
Булган аймаг нь Монгол орны төв хэсэгт Орхон Сэлэнгийн сав газарт орших бөгөөд Булганхангай, Бүрэгхангай, Дулаанхан, Бүтээл, Хантай зэрэг ой хөвчит уул нурууд бий. Нутгийн хойд захаар эртний төрмөлийн эриний боржин чулуу өмнө хэсгийн үлэмж талбайд дунд Дөрөвдөгч галавын үед оргилж байсан Уран тогоо, Тулга, Бүрхээр, Жалавч зэрэг унтарсан галт уул байдаг бөгөөд одоо үед дархлан хамгаалж байна. Булган аймагт чулуун нүүрс, барилгын материалын баялаг нилээд бий. Булган аймгийн нутагт Сэлэнгэ, Орхон, Хануй зэрэг том голууд урсах бөгөөд Харгал, Хунт зэрэг нуурууд бий. Хульж, Хунт, Хануй, Асгат зэрэг рашаан уснууд бий.
Булган аймгийн нутаг дэвсгэр бол нэн эртнээс Монгол туургатны өлгий нутаг байсан нь археологийн олдвор, баримтаар батлагддаг. Тухайлбал Монголын анхны төрт улс болох Хүннү болон Нирун, Сяньби, Түрэг, Уйгарын хаант улс, Кидан, Киргыз зэрэг улсууд оршин тогтнож байсны ул мөр хөшөө дурсгал олон байдаг.
XII-XIII зууны үеийн Мэргэд, Хэрэйд зэрэг овог аймаг, Чингис хааны нэр хаягтай газар нутаг, уул ус цөөнгүй бий. Булган аймгийн долоон гайхамшигаар Хөгнө Тарнын байгалийн цогцолборт газар, Уран тогоо уул, Шивээт улааны цогцолбор, Хар бухын балгас, Чин толгойн балгас, Бийбулагийн туурь, Могойт шинэ ус  зэрэг газруудыг тодруулжээ.

",,,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z
2/6/2023 13:30:04,Govi-Altai,Говь- Алтай аймаг ,,"Аймгийн төв Алтай хот нь Улаанбаатараас 1001 километр зайтай. Газар нутгийн хэмжээ нь 141.4 мянган хавтгай дөрвөлжин километр. 2010 оны тооллогын дүнгээр 53590 хүн ам, 1315500 тоо толгой мал тоологджээ. Говь-Алтай аймаг нь 1940 онд байгуулагдсан.
Говь-Алтай аймаг нь Монголын баруун өмнөд хэсэгт орших бөгөөд нутгийн дундуур Монгол Алтайн нуруу баруун хойноос зүүн урагшаа чиглэлтэйгээр нэвтлэн өнгөрнө. Сутай, Бурхан Буудай, Алагхайрхан, Ажбогд, Гичгэнэ зэрэг өндөр уулууд оршино. Мөн Шарга, Бигэр, Хүйс зэрэг томоохон хотгоруудад нь чулуун нүүрс, үнэт чулуу, барилгын материал зэрэг ашигт малтмалтай. Аймгийн нутгийн хойд захаар Завхан гол урсах бөгөөд Зүйл, Сагсай зэрэг адагтаа ширгэдэг голууд бий. Мөн Ихэс, Шарга, Тонхил зэрэг нуурууд, Хөнхөр, Улаанхайрхан, Аргалант зэрэг рашаан устай. Алтайн өврөөр говийн ургамалтай, ууландаа өндөр уулын, хойд хэсгээрээ хээрийн ургамал тархжээ.
Аймгийн нутагт дэлхийд нэн ховордсон бөхөн, хулан, хавтгай болон бусад олон төрлийн амьтад амьдардаг. Говь-Алтай аймагт Хятад улс руу гарах Бургастайн хилийн боомт Алтай суманд бий.
Тус аймгийн есөн гайхамшигаар Ээж хайрхан уул, Бурхан буудай уул, Сутай хайрхан уул, Цагаан голын хадны зураг, Монгол элс, Хасагт хайрхан уул, Аж богдын нуруу, Эрээн нуур, Шаахар толгой зэрэг газрууд тодорчээ.

",,,,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z,https://drive.google.com/drive/folders/1Fr2SU1TLG7-BhbhycOp7cqvABzJ7UO-Z