Timestamp,Title (100),Title Korean (100),Description (255),Description Korean (255),About,About Korean,Open Hour,Close Hour,Cover Image (Link),Thumbnail Image (Link),Category
1/26/2023 6:11:10,Hazara,,,,"Хазара"": Манай нэр нь Афганистаны хойд нуруунд суурьшсан Хазара овгийн ард түмнээс гаралтай. Хазарууд 13-р зуунд Чингис хааны армийн бүрэлдэхүүнд орж ирсэн тул Монголтой холбоотой. Тэд бахархалтай, бие даасан, сайхан сэтгэлтэй хүмүүс юм. Манай Хоол хүнс; Хойд Энэтхэгийн хилийн хоол нь уламжлалт эрүүл хоол хийх аргад суурилдаг. Амтлагчийг зөөлөн хэрэглэж, амт, ургамлыг илүү чухалчилдаг. Тандыр (шавар шарах) нь махыг шарж амтлахын тулд хэрэглэдэг. Маш их хэрэглээтэй. хуурай жимс, цөцгий нь маш өтгөн, зөөлөн амт өгөх болно.Манай архитектор: Бид Ражастаны Хавелисын орчинг бүрдүүлсэн.Эртний хаалга, зарока, өнгөлөг майхан нь халуун дулаан, романтик уур амьсгалыг бүрдүүлдэг.",,10:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/06/e5/89/bd/hazara.jpg,https://media-cdn.tripadvisor.com/media/photo-o/03/ee/63/91/hazara.jpg,"Indian, Asian"
1/26/2023 6:16:23,Namaste,,,,"Намасте рестораны бид бизнес нь эрхэм үйлчлүүлэгчид/зочдоороо байдаг гэдэгт гүнээ итгэдэг"". Тиймээс бид энд юу ч хийсэн зочдыг аз жаргалтай, сэтгэл ханамжтай байлгах зорилготой. Та бол манай бизнесийн хамгийн чухал элемент. Бид бахархаж байна. Бидний бизнесийн ёс зүй зочдод таалагдаж, шагнагдаж байгааг хараад урам зоригтой байна. ""Lonely Planet-(2011 оны хэвлэл)"" аяллын гарын авлагад Улаанбаатарын ""TOP CHOICE"" Энэтхэг рестораны төлөө саналаа өгсөн хүмүүс. Дахин нэг удаа чин сэтгэлийн талархал илэрхийлье. Энэ аянд биднийг дэмжсэн хүмүүс чамгүйгээр бид өдий зэрэгт хүрч чадаагүй.",,11:00:00 AM,9:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-w/0c/52/e8/7e/namaste.jpg,https://media-cdn.tripadvisor.com/media/photo-o/12/a2/f4/06/chicken-biryani-with.jpg,"Indian, Asian"
1/26/2023 6:23:46,Los Bandidos,,,,The first exclusive Mexican and Indian Restaurant in Ulaanbaatar.,,10:00:00 AM,11:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/fb/27/a6/los-bandidos.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/fb/21/bc/kebab-plater.jpg,"Mexican, Indian, Asian"
1/26/2023 6:26:35,The Green Zone,,,,"Занабазарын музейн чанх хойно байрлах The Green Zone нь шинэхэн сэндвич, шөл, салат, боов, бялуу, шар айраг, дарс, хийжүүлсэн ундаа, цай, кофегоор үйлчилдэг. Мөн: сайхан хөгжим, сайхан уур амьсгал, найрсаг хамт олон, wifi болон хүрэм, малгай, цамц зэрэг сонирхолтой монгол хувцасны сонголтууд... Удахгүй уулзана гэдэгт итгэлтэй байна!",,9:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/08/18/c3/bc/the-green-zone.jpg,https://media-cdn.tripadvisor.com/media/photo-o/10/b5/0c/79/remnants-from-the-past.jpg,"French, European, Cafe"
1/26/2023 6:30:25,Route 22 Restaurant & Wine Lounge,,,,"Бид зочдодоо дэлхийн хамгийн шилдэг дарсуудын жагсаалтаас бүрдсэн хоолны сонголтуудыг санал болгож байна. Дээд зэрэглэлийн монгол үхэр хурга, Норвегийн хулд, Австралийн Вагюү үхрийн мах хэрэглэдэг. Хоолны харшилтай бол зөөгч, зөөгчдөө мэдэгдэнэ үү. Сайн хоолны дуршил!",,10:00:00 AM,11:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/11/da/08/3d/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-w/14/a6/5c/40/photo0jpg.jpg,"European, Fusion, Wine Bar"
1/26/2023 6:32:31,KK Restaurant & Lounge,,,,"Монгол улсын Улаанбаатар хотын төвд орших алдарт Kempinski Hotel Khan Palace-ын зүрхэнд байрлах “Кемпински Хаан Палас” нь нийслэлд анх удаагаа үйл ажиллагаагаа явуулж байна. Эцэст нь, найз нөхөд, хамтран ажиллагсад, гэр бүлээрээ амарч, Газар дундын тэнгисийн жинхэнэ сүнсийг хуваалцах тусгай уулзалт хийх газар. Сонгодог Испани, Латин хэлээр шингэсэн амтат дарс, тусгай коктейль зэргийг амтлахдаа Латин халуураарай. Тогооч өдөр бүр 2-6 хүнээс бүрдэх тусгай нэр төрлийн бүтээгдэхүүнийг санал болгодог.",,10:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/8b/ef/97/new-kk-tapas-restaurant.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/15/8b/ef/df/new-kk-tapas-restaurant.jpg,"Bar, International, Mediterranean, Spanish, Mongolian"
1/26/2023 6:37:02,Hutong Restaurant,,,,"Хотын төвд Хятадын өвөрмөц хоол, соёлыг хүргэх Hutong ресторан нь Бээжингийн хамгийн сайн нугас, хүн бүрийн хүсэлд нийцсэн олон төрлийн сонголтоор үйлчилдэг. Хотын ялагдашгүй арын дэвсгэртэй; Манай хувийн хоолны өрөөнүүд нь баяр ёслол, гэр бүлийн дотно уулзалт, тайван, албан байгууллагын зоог барихад илүү тохиромжтой байдаг нь эргэлзээгүй.",,11:00:00 AM,9:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/0a/6b/9d/d3/main-dining-hall.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/f6/ec/bc/peking-duck.jpg,"Chinese, Asian"
1/26/2023 6:39:39,Bosco Verde,,,,"БИД бол Улаанбаатар хотын хамгийн анхны итали, европ төрлийн веган ресторан бөгөөд нийслэлийн төвд байрладаг. Шпагетти, тортолини, лазанья, пицца, итали болон европ төрлийн шөл, кофе/эспрессо, капучино гэх мэт Итали хоолоор үйлчилж байна. Манай гэр бүл эсвэл найз нөхөддөө оройн хоолонд зориулсан VIP өрөө үнэгүй. Мөн бид үдэшлэгийн оройн хоол, хурууны хоолоор хооллодог. Захиалга өгөхийн тулд бид төрсөн өдөр, гэр бүл, найз нөхдийнхөө үдэшлэгийг хөгжим, диско эсвэл дуулах боломжтой.",,10:00:00 AM,8:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/0e/1f/16/de/outside-look.jpg,https://media-cdn.tripadvisor.com/media/photo-o/0e/18/32/61/cream-soup.jpg,European
1/26/2023 6:42:28,Monet Fine Dining,,,,"Бид зочиддоо хотыг бүхэлд нь үзэмж, завгүй гал тогооны өрөөний илэн далангүй үзэмжийг үзэхийн зэрэгцээ таны тансаг тансаг хоолыг нөхөх дэлхийн шилдэг дарсуудын гайхалтай жагсаалтыг санал болгож байна. Бид дээд зэрэглэлийн монгол үхэр, хурганы мах, Солонгосоос шууд Норвеги хулд, далайн хуушуур, Австралийн үхрийн махны стейк, Австралийн Вагюү үхрийн мах, Шинэ Зеландын хурга, Австралиас ногоон дун хэрэглэдэг. Бид эрүүл хооллолтыг цэсэндээ эрүүл хооллолт, цагаан хоол, эрүүл талх, хөх тарианы ороомог, бүхэл буудайн ороомог, лууван, самартай ороомог, эрдэнэ шишийн гурилын ороомог, бүх бялуу гэх мэт нарийн боовны сонголтоор өглөө бүр шинэхэн жигнэхийг бахархалтайгаар сурталчилж байна. гал тогоо. Хоолны харшилтай бол зөөгч, зөөгчдөө мэдэгдэнэ үү. Сайн хоолны дуршил!",,12:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/a8/b7/00/restaurante.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/a8/bd/31/costillas.jpg,"European, Contemporary"
1/26/2023 6:45:07,Rebelle Restaurant & Bar,,,,"Rebelle бол уламжлалт хоолноос холимог хоол хүртэл олон соёлт хоолыг санал болгодог өвөрмөц рестораны концепц юм. Бидний зорилго бол хоолны чанар, тав тухтай байдал юм. Манайд зуны цагт зориулсан хашааны талбай, улирлын чанартай барбекю байдаг.",,11:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/07/d5/5d/10/soup-bar.jpg,https://media-cdn.tripadvisor.com/media/photo-w/1a/30/c4/ae/soup-bar-restaurant.jpg,"Moroccan, Mediterranean, European, Asian, Fusion, Middle Eastern, Soups"
1/26/2023 7:17:03,Delhi Darbar,,,,"Эрхэм зочин Хинди хэлээр ""Дели ордон"" гэсэн утгатай ""Дели Дарбар""-д тавтай морилно уу. Манай хоол нь УБ хотын хамгийн шилдэг Энэтхэг хоол юм. Бид Энэтхэгээс эрүүл мэндэд тустай hurbs ашигладаг. Манай тогооч энэтхэг хоолоор олон жилийн туршлагатай, Улаанбаатар хотод хоёр салбартай",,11:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/0f/1d/d5/f4/delhi-danbar-dining-room.jpg,https://media-cdn.tripadvisor.com/media/photo-o/0f/1d/d5/da/delhi-danbar.jpg,"Indian, Asian, Wine Bar"
1/26/2023 7:37:51,Naadam,,,,"Энгийн хэрнээ сонгодог баар ресторан болох Наадам нь дулааны улиралд Улаанбаатар хотын төвд байрлах дэнжүүдийн нэг юм. Цэс нь баруунаас эхлээд монгол хүртэл цагаан хоолтон сонголтоос эхлээд махан бургер, бидний алдартай хоол болох жалапэно хуушуур хүртэл олон янз байдаг. Ундааны олон талт цэс нь хоолны ер бусын амтыг дүүргэх олон төрлийн коктейль, спирт, архи, олон улсын дарс зэргээс бүрддэг.",,10:30:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/09/c7/a1/69/naadam-main-dining-hall.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/f7/7c/8a/naadam-restaurant-bar.jpg,"Bar, European, Grill, Pub"
1/26/2023 7:39:46,Café Park Restaurant,,,,"Өдөржин хооллох буфет ресторан нь өглөөний цайгаар оройн хоол хүртэл баруунаас ази хүртэл хоол болгонд маш олон төрлийн хоолны сонголтоор үйлчилдэг. Динамик задгай гал тогоо нь гоймон, шөл, банш, мах шарах зэрэг амьд хоолны газартай. Гайхалтай үйлчилгээ, эрч хүчтэй угтан авах, мөнхийн сэтгэгдэл төрүүлэх нь манай зочид буудлын гол зоогийн газар юм.",,2:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/0a/6b/ac/0b/cafe-park-restaurant.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/f7/7b/c8/cafe-park.jpg,"International, Contemporary"
1/26/2023 7:42:07,Sakura Sushi Bar,,,,"Суши орчин үеийн гастрономийн линзээр дахин дүрслэгдсэн. Kempinski Hotel Khan Palace-ийн шинэчлэгдсэн концепци нь Сакура суши баар нь Баянзүрх дүүргийн анхны бөгөөд цорын ганц нээлттэй гал тогооны суши баар бөгөөд манай мастер тогооч нартай дотно яриа өрнүүлж, ур чадвараа гүнзгийрүүлэх боломжийг олгодог. Сакура суши баарны халуун дулаан уур амьсгалд бүрхэгдсэн хоол нь туна загас, хулд загас, шар сүүл зэрэг хамгийн сайн орц найрлагууд болон бусад дээд зэрэглэлийн далайн бүтээгдэхүүнийг магтан дуулдаг. Гурван VIP өрөөнд нэмэлт 20 суудалтай бааранд арав хүртэлх зочин үйлчлэх боломжтой. Амттай цэсийг хамгийн гүн амтыг гаргахын тулд нарийн боловсруулсан бөгөөд тогооч нь хамгийн сайн чанарын загас, түүний гоёл чимэглэлийн тансаг амт, мөн манай ресторанд хэрэглэдэг амны усалгаатай Вагю үхрийн мах - шинэхэн үхрийн махаар төгс төгөлдөр болсон. Японоос шууд оруулж ирдэг.",,10:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-w/23/b2/74/bb/renewed-logo.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/23/b2/76/f6/sushi-with-tekka-maki.jpg,"Japanese, Bar, Pub, Wine Bar"
1/26/2023 7:53:15,Little Sheep Hot Pot Restaurant,,,,"Little Sheep Hot Pot бол дэлхий даяар 400 гаруй дэлгүүртэй 2017 оны хамгийн хурдацтай хөгжиж буй сүлжээ ресторан юм. Бид алдартай эмийн ургамал, амтлагчаараа алдартай Монголын нүүдэлчдийн уламжлалт хоолоор мэргэшсэн.",,11:00:00 AM,10:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/5b/b0/fe/caption.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/19/60/e4/aa/photo0jpg.jpg,"Asian, Soups, Healthy, Mongolian"
1/26/2023 8:02:24,Khajuraho Indian Restaurant,,,,"Хонины мах, тахиа, цагаан хоолоор үйлчилдэг Монгол дахь цорын ганц жинхэнэ Энэтхэг ресторан. Хүүхдэд зориулсан хоолны маш сайн сонголт.",,10:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/18/0d/cf/27/khajuraho-indian-restaurant.jpg,https://media-cdn.tripadvisor.com/media/photo-o/18/0d/cf/64/khajuraho-indian-restaurant.jpg,Indian
1/26/2023 8:04:01,Brussels Belgian Beer Cafe,,,,"Брюссель дэх Бельгийн шар айрагны кафе нь Монгол дахь анхны Бельги шар айрагны газар юм. Манайх Улаанбаатар хотын төвд байрладаг. Та хамт олон, найз нөхөд, гэр бүлийнхэнтэйгээ хамт хоол, ундааны өвөрмөц амтыг мэдрэх болно.",,12:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/11/b0/10/79/brussels-belgian-beer.jpg,https://media-cdn.tripadvisor.com/media/photo-o/11/b0/10/de/brussels-belgian-beer.jpg,"Belgian, European"
1/26/2023 8:06:35,Nazca Restaurant & Lounge,,,,"Nazca-Taste of Peru-д бид танд шинэ туршлага, олон үе дамжсан уламжлалт амт, түүхтэй, хүсэл тэмүүллээр хийсэн хоол, Перугийн хоолыг одоо Монголд санал болгохыг хүсч байна. Перугийн хоол нь Инка үндэстний хүн амаас гаралтай бөгөөд Европ, Ази, Баруун Африкийн цагаачдын хамт авчирсан хоолны өвөрмөц хоол болж өгдөг.",,10:00:00 AM,9:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/1c/f3/82/50/nazca-restaurant-lounge.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/18/90/a5/ef/nazca-taste-of-peru.jpg,"Peruvian, Latin, Spanish, South American"
1/26/2023 8:09:07,Dodo Pizza,,,,Модоор хийсэн Итали загварын пицца. Бид Неаполитанчуудын нэгэн адил 'al metro' (метрээр) пиццагаар үйлчилсэн.,,9:00:00 AM,11:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/14/b9/46/ba/2-meter-pizza.jpg,https://media-cdn.tripadvisor.com/media/photo-w/14/b9/4f/16/12-dodo.jpg,"Italian, Pizza"
1/26/2023 8:11:03,Khaan Deli,,,,"Khaan Delicatessen нь American Diner загварын өглөөний болон өдрийн хоолоор үйлчилдэг Deli юм. Олон төрлийн амтлагч, хуушуур, өндөг, хиам зэрэг шинэхэн Нью-Йорк загварын BAGELS багтсан. Төрөл бүрийн өглөөний сэндвич; Багель, өндөг, бяслаг, америк жигнэмэг өглөөний цайнд зориулсан сэндвич. Үдийн хоолны сэндвичүүдэд; фалафел, Гэрээр чанаж болгосон үхрийн мах, шарсан даршилсан тахиа, гэртээ хатаасан хиам, бяслаг. Мөн өдрийн хоолонд гамбургер, шарсан төмстэй Детройт Кони (чили) нохойнууд байдаг. Бүх зүйлийг угаахын тулд шоколад эсвэл ванильтай СҮҮНИЙ САЙК нэмнэ.",,10:30:00 AM,10:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/06/af/39/8d/khaan-deli.jpg,https://media-cdn.tripadvisor.com/media/photo-o/0e/40/07/fc/khaan-deli-pulled-pork.jpg,"American, Cafe, Deli, Diner"
1/26/2023 8:13:00,Bluefin The Steakhouse,,,,"Bluefin The Steak House ресторан нь орчин үеийн Европ загварын 250 хүний багтаамжтай тохилог төв танхим болон 40 хүний багтаамжтай тусгай танхим, 10-12 хүний багтаамжтай урлаг, амьд тоглолт бүхий VIP өрөөнүүд, олон сувгийн дэлгэцтэй, болон бүх төрлийн шарсан мах, далайн хоолыг өргөн сонголттой цэсээр хийсэн чадварлаг хамт олон хэрэглэгчдэдээ чанартай үйлчилгээг хүргэж байна.",,12:00:00 AM,10:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/0a/de/84/7a/bluefin-the-steakhouse.jpg,https://media-cdn.tripadvisor.com/media/photo-o/05/49/5e/53/bluefin-the-steakhouse.jpg,"Japanese, American, Steakhouse, Sushi, European"
1/26/2023 8:14:53,MB Beer Plus,,,,"MB Beer Plus нь 2003 оноос хойш нээгдэж байгаа шар айрагны паб юм. Тэд герман маягийн шар айраг исгэж, эх газрын хоолоор хангадаг.",,11:00:00 AM,11:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-w/06/c5/3d/ca/mb-beer-plus.jpg,https://media-cdn.tripadvisor.com/media/photo-w/14/b5/89/50/photo0jpg.jpg,"Bar, Pub, International"
1/26/2023 8:18:05,"Mongolian's restaurant, Shangri-La Mall",,,,"Mongolian’s restaurant нь Сүхбаатарын талбайгаас 200м зайд Shangri-La Mall-ын 4 давхарт байрладаг. Mongolian’s нь үдийн болон оройн хоолоор музейн уур амьсгал мэт тансаг зоог барих боломжийг олгодог. Тусгай баяр ёслол, дотно уулзалтын хувьд Mongolian’s нь хоёроос доошгүй, 150-аас доошгүй тооны бүлгүүдэд зориулсан хувийн хоолны сонголтыг санал болгодог. Нэг зэрэг тансаг, дотно, онцгой хоол, анхааралтай үйлчилгээтэй.",,10:30:00 AM,9:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-m/1280/16/ee/b2/85/dining-hall-of-mongolian.jpg,https://media-cdn.tripadvisor.com/media/photo-m/1280/17/e8/9b/3a/grigliata.jpg,"Mongolian, European"
1/26/2023 8:21:12,Hard Rock Cafe,,,,Hard Rock Cafe нь жил бүр 80 сая орчим зочин зочилдог 265 кафетай дэлхийн хэмжээний үзэгдэл юм. Анхны Hard Rock Cafe 1971 оны 6-р сарын 14-нд Английн Лондон хотод нээгдсэн бөгөөд тэндээсээ брэнд дэлхийн томоохон хотууд болон чамин газруудад хүрээгээ тэлсээр байна.,,9:00:00 AM,12:00:00 PM,https://media-cdn.tripadvisor.com/media/photo-w/0f/98/3e/cb/photo2jpg.jpg,https://media-cdn.tripadvisor.com/media/photo-o/0e/37/4d/b0/hard-rock-cafe-bbq-combo.jpg,"American, Pub"
1/26/2023 8:23:11,Torres Spanish & Mexican Cuisine,,,,"TORRES Испани, Мексик ресторан нь дээд зэрэглэлийн, тав тухтай орчинд Азийн нөлөө бүхий Испани, Мексикийн гайхалтай цэсээр үйлчилдэг.",,11:30:00 AM,11:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/12/7a/2b/d2/torres-spanish-mexican.jpg,https://media-cdn.tripadvisor.com/media/photo-w/15/1f/e2/9c/photo0jpg.jpg,"Spanish, Mexican"
1/26/2023 8:25:26,Tenger Restaurant,,,,Кемпински зочид буудал Хан Паласын 1 давхарт шинээр тохижуулсан Тэнгэр ресторан. 2018 оны 1-р сард шинэчлэгдсэн энэхүү 5 одтой тансаг зоогийн газар нь Францын шилдэг тогоочийн тусгайлан урласан хоолоор орчин үеийн уур амьсгалыг санал болгож байна.,,10:00:00 AM,10:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/12/b1/63/8a/getlstd-property-photo.jpg,https://media-cdn.tripadvisor.com/media/photo-o/12/f3/eb/bb/sunday-brunch-at-new.jpg,"International, European, Asian, Mongolian, Healthy"
1/26/2023 8:55:32,Edge Bar,,,,"Хотын хамгийн загварлаг газар болох барилгын дээд талд 17 давхарт байрлах бөгөөд алжаал тайлах, алжаал тайлах төгс орчинд ундаа, барбекю санал болгодог `Edge Bar` ресторан нь задгай дэнжээс хотын үзэмжийг харж, сүр жавхланг мэдрэх болно. нэгэн зэрэг уулыг харах.",,9:30:00 AM,11:30:00 PM,https://media-cdn.tripadvisor.com/media/photo-o/04/95/60/a2/edge-bar.jpg,https://media-cdn.tripadvisor.com/media/photo-w/06/11/c7/e2/edge-bar.jpg,"Bar, Barbecue, Pub"